.cn	Q2
江青（“四人帮”成员）	Q9156
池州	Q9158
池州九华山机场	Q9159
池州港	Q9161
池约翰	Q9162
汤姆叔叔的小屋（1965年德国电影）	Q9165
汤姆森（澳洲保健品品牌thompsons汤姆森）	Q9166
汤尔和	Q9167
汤森路透	Q9168
汤芗铭	Q9171
汤若望	Q9172
汪东兴	Q9173
汪伪国民政府	Q9174
汪国真	Q9175
汪洋（中央政治局常委，十三届全国政协主席）	Q9176
汪直（明朝成化年间宦官）	Q9177
汪精卫	Q9178
汪见虹	Q9179
汪辜会谈	Q9180
汽车	Q9185
汽车导航系统	Q9187
汽车工业	Q9188
汾河（黄河在山西境内的支流）	Q9191
沃夫冈	Q9193
沃尔姆斯	Q9194
沃尔特·司各特	Q9195
沃尔玛百货有限公司	Q9196
沃甲	Q9198
沈丹高速公路	Q9201
沈丹高速铁路	Q9202
沈丹（钢琴演奏家）	Q9203
沈吉（中国科学院南京地理与湖泊研究所党委书记）	Q9205
沈家本	Q9207
沈括	Q9208
沈醉（中华民国陆军中将）	Q9209
沈阳东陵	Q9211
沈阳故宫	Q9215
沈阳音乐学院	Q9219
沈阳（中国常驻联合国教科文组织代表）	Q9223
沈阳（辽宁省省会）	Q9224
沙利度胺	Q9231
沙叶新	Q9232
沙奎尔·奥尼尔	Q9233
沙尘暴（天气现象）	Q9234
沙漠之鹰	Q9236
沙特阿拉伯	Q9237
沙田镇（广东省东莞市沙田镇）	Q9238
沙罗周期	Q9240
沙面	Q9243
沧州	Q9245
沪昆高速铁路	Q9247
沪江大学	Q9250
河亶甲	Q9254
河内（越南首都）	Q9256
河北大学	Q9259
河北工业大学	Q9260
河北工程大学	Q9261
河北师范大学	Q9262
河北梆子	Q9263
河北衡水湖国家级自然保护区	Q9267
河北道（唐代河北道）	Q9269
河北（中华人民共和国省级行政区）	Q9270
河南大学	Q9273
河南江北等处行中书省	Q9274
河南（中华人民共和国省级行政区）	Q9279
河口瑶族自治县	Q9280
河套地区	Q9281
河曲马	Q9285
河流作用	Q9286
河海大学	Q9287
河源（广东省辖地级市）	Q9288
河西走廊（地理名词）	Q9290
河间学派	Q9292
河间王	Q9293
油茶（山茶科植物）	Q9299
油葱酥	Q9301
沿江平原	Q9309
沿海地区	Q9311
沿海开放城市	Q9313
泉州	Q9314
法人（法律概念）	Q9318
法兰克福大学	Q9319
法兰克福学派	Q9320
法兰克福（德国黑森州最大城市）	Q9321
法兰西殖民帝国	Q9322
法务省	Q9325
法医	Q9326
法医学（清华大学出版社出版图书）	Q9327
法医鉴定	Q9328
法哲学（法的基本理论的一门学科）	Q9330
法国大革命（历史革命）	Q9334
法国电影	Q9336
法国科学院	Q9337
法国蓝色海岸	Q9338
法国（法兰西共和国）	Q9339
法学教育	Q9340
法学研究	Q9341
法学硕士	Q9342
法学（关于法律问题的知识和理论体系）	Q9343
法官（法律术语）	Q9344
法定节假日	Q9345
法家	Q9346
法家哲学	Q9347
法家思想	Q9348
法属印度支那	Q9350
法属叙利亚托管地	Q9351
法库县	Q9352
法律专业	Q9353
法律博士	Q9355
法律史学	Q9356
法律特征	Q9359
法律现象	Q9360
法律的概念	Q9361
法律经济学	Q9362
法律职业	Q9363
法律观念	Q9364
法律（法律概念）	Q9365
法术（原始社会早期的一种宗教现象）	Q9366
法治国家	Q9368
法理学（法学学科）	Q9369
法的本质	Q9370
法系（法律）	Q9371
法老（古埃及君主的尊称）	Q9373
法西斯（极端独裁形式）	Q9374
泗洪县	Q9379
泛函分析（数学分支学科）	Q9380
泛灵论	Q9381
泛胜之书	Q9383
波兰人民共和国	Q9389
波兰（波兰共和国）	Q9391
波函数	Q9392
波动力学（学科名称）	Q9393
波士顿（美国马萨诸塞州的首府和最大城市）	Q9394
波尔多（法国城市bordeaux）	Q9395
波希战争	Q9397
波希米亚和摩拉维亚保护国	Q9399
波拉（中国内地歌手）	Q9402
波斯人	Q9403
波斯帝国	Q9405
波斯猫（小型猫科哺乳动物）	Q9406
波斯（古代文明及民族）	Q9407
波普尔	Q9408
波爱修斯	Q9409
波里比阿	Q9414
波音（美国航空航天制造公司）	Q9417
注册商标	Q9419
泰勒·斯威夫特（美国创作型女歌手）	Q9421
泰勒斯	Q9422
泰国	Q9423
泰国人	Q9425
泰奥弗拉斯托斯	Q9427
泰宁县（福建省泰宁县）	Q9428
泰山（世界文化与自然双重遗产，国家5a级旅游景区）	Q9430
泰森·盖伊	Q9432
泰西封	Q9433
洋中脊	Q9436
洋务派	Q9437
洋务运动	Q9438
洋流	Q9442
洗冤集录	Q9445
洛克菲勒大学	Q9447
洛克（美籍奥地利学者约瑟夫·洛克）	Q9448
洛夫（诗人）	Q9449
洛杉矶	Q9450
洛桑学派	Q9451
洛邑	Q9454
洛阳太学	Q9457
洛阳（河南省地级市、十三朝古都）	Q9459
洛阳（河南省地级市）	Q9460
津巴布韦	Q9462
津浦铁路	Q9463
洪武	Q9465
洪民生	Q9467
洪泽湖	Q9469
洪深（民国时期电影先驱）	Q9470
洪熙	Q9471
洮河	Q9474
活动星系	Q9477
活动星系核	Q9478
活化石	Q9480
流星雨（天文现象）	Q9487
流星（天文现象）	Q9488
流行性感冒	Q9489
流行音乐（一种音乐风格）	Q9491
测绘仪器	Q9497
测绘学	Q9498
测量仪器	Q9499
测量结果	Q9501
济公（南宋高僧）	Q9503
济北郡	Q9505
济南（山东省省会）	Q9507
浏览器	Q9510
浑河（辽河水系大辽河支流）	Q9511
浓油赤酱	Q9512
浙江	Q9515
浙江大学	Q9516
浙江菜	Q9517
浦东新区	Q9519
浦薛凤	Q9522
浦西	Q9523
浪漫主义	Q9524
浪潮集团有限公司	Q9525
浮力	Q9526
浮梁县	Q9528
海上丝路（2015年严屹宽主演电视剧）	Q9530
海上航路	Q9535
海上花列传	Q9536
海什木	Q9538
海冰（海水冻结而成的咸水冰）	Q9540
海南东环铁路	Q9542
海南国际旅游岛	Q9543
海南地区环线高速公路	Q9544
海南特别行政区	Q9548
海南航空股份有限公司	Q9552
海南西环铁路（2015年开通的动车组快速铁路）	Q9555
海南（中华人民共和国省级行政区）	Q9556
海参	Q9557
海口美兰国际机场	Q9562
海口（海南省省会）	Q9563
海地（北美洲国家）	Q9568
海外华人	Q9570
海岸线（大海和地面的交界线）	Q9576
海峡两岸（中国中央电视台栏目）	Q9577
海峡交流基金会	Q9578
海峡西岸经济区	Q9579
海底热泉	Q9581
海拔高度	Q9585
海水浴场	Q9587
海水淡化	Q9588
海河	Q9589
海洋动物（海洋中异养型生物的总称）	Q9592
海洋化学	Q9593
海洋权益	Q9597
海洋浮标	Q9598
海洋调查船	Q9599
海洋酸化	Q9601
海派文化（文化名词）	Q9603
海狮计划	Q9606
海王星（太阳系八大行星之一）	Q9607
海莉·薇思特拉	Q9608
海蜇（水生无脊椎动物）	Q9609
海西女真	Q9610
海角七号（2008年魏德圣执导台湾电影）	Q9611
海豹（动物名称）	Q9613
海陆（中国内地女演员）	Q9617
海韵	Q9618
海鲜（海里的可食用的动物性、或植物性原料）	Q9619
消费者权益	Q9623
消费者理论	Q9624
涿郡	Q9630
淀粉	Q9634
淀粉植物	Q9635
淇澳岛	Q9637
淘宝信用等级	Q9639
淞沪会战（抗日战争时期规模最大、战斗最惨烈的战役）	Q9642
淡水河（河流）	Q9646
淡水湖	Q9647
淡淡幽情	Q9649
淮北花鼓戏	Q9653
淮南子	Q9658
淮南路	Q9661
淮河	Q9664
淮海战役	Q9669
淮海战役（解放战争三大战役之一）	Q9670
深圳	Q9672
深圳口岸中国旅行社	Q9673
深圳地铁	Q9674
深圳大学	Q9675
深圳市第一职业技术学校	Q9676
深圳港	Q9677
深度访谈	Q9679
深空天体	Q9681
淳于意	Q9683
混合物	Q9685
混合经济	Q9686
混沌理论（一种兼具质性思考与量化分析的方法）	Q9687
清东陵	Q9688
清军	Q9691
清华大学	Q9693
清华大学核能与新能源技术研究院	Q9695
清明上河图（北宋张择端风俗画）	Q9698
清明节（中华民族的传统节日）	Q9699
清昭陵	Q9700
清朝（中国历史朝代）	Q9702
清水祖师	Q9704
清河王	Q9705
清洁工（2007年出品美国电影）	Q9706
清洁能源（不排放污染物的能源）	Q9707
清源山国家重点风景区	Q9710
清迈	Q9717
渡江战役	Q9726
渤海国（古代少数民族政权）	Q9729
渤海海峡	Q9730
渤海（中华人民共和国管辖北部内海）	Q9731
温哥华（加拿大主要港市）	Q9734
温室气体	Q9735
温家宝（中华人民共和国国务院原总理）	Q9736
温带大陆性气候	Q9739
温带季风气候	Q9740
温带落叶阔叶林	Q9741
温度（物理量）	Q9742
温斯顿·丘吉尔（英国前首相）	Q9743
温生才	Q9745
温病学	Q9746
温病学派	Q9747
温补学派	Q9748
渭河平原	Q9749
渭河（中国黄河的最大支流）	Q9750
港珠澳大桥（连接港珠澳的超大型跨海通道）	Q9752
港铁	Q9753
游戏机（名词）	Q9757
游戏类型	Q9758
游戏（娱乐方式）	Q9760
游戏（韩国2008年尹仁浩执导电影）	Q9761
游泳（体育运动）	Q9763
游牧民族（以游牧为主要生活方式的民族）	Q9764
游艺（江西画家）	Q9765
湄公河（中南半岛河流）	Q9768
湖北	Q9770
湖北布政使司	Q9772
湖北新军	Q9773
湖北省统计局	Q9779
湖南（中华人民共和国省级行政区）	Q9784
湖广布政使司	Q9786
湖广等处行中书省	Q9788
湖泊	Q9789
湘南起义（1928年朱德、陈毅在宜章县发动的起义）	Q9790
湘菜	Q9791
湛江	Q9793
源代码（示例源程序）	Q9796
源程序	Q9797
滁州	Q9800
滑雪（体育运动项目）	Q9807
滕尼斯	Q9809
满城汉墓（中山靖王刘胜之墓）	Q9811
满族	Q9812
满族文化	Q9813
满洲	Q9814
满铁附属地	Q9816
滨崎步	Q9820
滴灌	Q9825
演化心理学	Q9826
演化理论	Q9827
演化生物学	Q9828
演化经济学	Q9829
演员（职业名称）	Q9830
演员（薛之谦歌曲）	Q9831
漠南蒙古	Q9833
漠河（大兴安岭地区下辖县级市）	Q9835
漫步人生路（邓丽君音乐专辑）	Q9836
漫画（基本含义）	Q9837
漯河（河南省省辖市）	Q9838
漳河（海河水系南运河的支流卫河的支流）	Q9842
潘长江	Q9843
潜在超级大国	Q9844
潜意识（心理学名词）	Q9846
潮州（广东省地级市）	Q9850
潮汐力	Q9851
潮汐（自然现象）	Q9853
潼关（地理名词）	Q9861
澳大利亚	Q9865
澳洲原住民	Q9867
澳门主权移交	Q9868
澳门大学	Q9869
澳门币	Q9870
澳门科技大学法学院	Q9871
澳门（中华人民共和国澳门特别行政区）	Q9873
澳门（屈大均的其中一首诗）	Q9874
激光冷却	Q9876
激光干涉引力波天文台	Q9877
激光（受激辐射光放大）	Q9878
火奴鲁鲁（美国夏威夷州首府和港口城市）	Q9885
火山作用	Q9886
火成论	Q9887
火星探测器	Q9888
火星（太阳系八大行星之一）	Q9890
火灾	Q9891
火疗	Q9893
火车进站（世界上第一批影片）	Q9898
灰色（颜色）	Q9903
灵渠	Q9906
灵长目	Q9908
灶神	Q9909
灾变论（学术理论）	Q9910
炎帝（中国上古部落首领）	Q9911
炮打司令部——我的一张大字报	Q9914
炼金术士（游戏dota中英雄）	Q9917
炼金术（中世纪化学哲学思想）	Q9918
烟台	Q9919
烟台市三特翻译事务所	Q9920
烟瘾	Q9921
热力学定律	Q9923
热力学第一定律	Q9925
热导率	Q9929
热带季风气候	Q9931
热带气旋	Q9932
热带雨林（热带气候区的独特生态系统）	Q9933
热气球（利用加热的空气产生浮力的气球）	Q9934
热河省	Q9935
热病	Q9937
热辐射	Q9938
热通量	Q9939
焚书坑儒（历史事件）	Q9940
焦作	Q9941
焦国	Q9942
焦土政策	Q9943
焦易堂	Q9944
焦柳铁路	Q9945
焦耳（物理学单位）	Q9947
煤化学	Q9948
照相机（利用光学原理成像并记录影像设备）	Q9952
熊克武	Q9954
熔断器	Q9958
熙嫔洪氏	Q9959
燃素说	Q9960
燕京（北京的旧称）	Q9963
燕国（周朝诸侯国）	Q9964
燕山大学	Q9967
燕赵	Q9971
燕隼	Q9973
燧人氏	Q9974
爪哇岛	Q9975
爪哇猿人	Q9976
爪鲵	Q9977
爬行动物（2010年湖北教育出版社出版的图书）	Q9978
爰书	Q9979
爱丁堡大学	Q9980
爱上巧克力（2012年吴建豪曾之乔主演的电视剧）	Q9981
爱丽丝（美国电影《生化危机》系列中的女主角）	Q9982
爱人（2005年金泰恩执导韩国电影）	Q9983
爱人（邓丽君日语/国语单曲）	Q9984
爱利克·埃里克森	Q9985
爱国者（北京华旗资讯科技发展有限公司旗下品牌）	Q9989
爱德华·伯内特·泰勒	Q9991
爱德华·纽盖特	Q9992
爱德华·霍列特·卡尔	Q9993
爱新觉罗·充善	Q9994
爱新觉罗·努尔哈赤	Q9995
爱新觉罗·塔克世	Q9996
爱新觉罗·多尔衮	Q9997
爱新觉罗·弘历	Q9998
爱新觉罗·旻宁	Q9999
爱新觉罗·溥仪（清朝末代皇帝）	Q10000
爱新觉罗·玄烨	Q10001
爱新觉罗·皇太极	Q10002
爱新觉罗·福临	Q10003
爱新觉罗·胤禛	Q10004
爱新觉罗·胤禵	Q10005
爱新觉罗·豪格	Q10007
爱新觉罗·载涛	Q10008
爱新觉罗·载淳	Q10009
爱新觉罗·载湉	Q10010
爱新觉罗·颙琰	Q10011
爱智慧	Q10012
爱沙尼亚	Q10013
爱米尔·涂尔干	Q10014
爵士乐（音乐类型）	Q10016
爵士歌王	Q10017
爵士（欧洲君主国的一种爵位）	Q10018
父亲的病	Q10019
爸爸去哪儿（湖南卫视亲子互动真人秀）	Q10021
牂牁	Q10022
版本号	Q10026
版权	Q10027
牙齿疼痛	Q10030
牙齿（脊椎动物高度钙化组织）	Q10031
牛仔（服装类型）	Q10033
牛棚梁子	Q10035
牛津大学	Q10036
牛顿力学	Q10041
牛顿运动定律	Q10042
牛顿（物理学单位）	Q10043
牡丹江（黑龙江省地级市）	Q10044
牧师（宗教职位）	Q10048
牧野之战	Q10050
物流信息	Q10058
物理光学（物理学科）	Q10059
物理声学	Q10060
物理学分支	Q10061
物理学（自然科学学科）	Q10062
物理宇宙学	Q10063
物理定律	Q10064
物理小识	Q10066
物理系	Q10067
物理系统	Q10068
物种多样性	Q10069
物种起源（英国查尔斯·罗伯特·达尔文著图书）	Q10071
物自身	Q10072
物质世界	Q10073
物质的量	Q10074
物质（化学物质）	Q10075
物质（物理学名词）	Q10076
特别关注（杂志名）	Q10077
特别市	Q10079
特别提款权	Q10080
特别行政区	Q10081
特大城市（城区常住人口500至1000万的城市）	Q10083
特异性（细胞免疫概念）	Q10087
特殊利益集团	Q10089
特殊化	Q10091
特种部队（军队特种作战部队）	Q10092
特色（一事物区别于其他事物的独有特征）	Q10094
特质	Q10095
特质理论	Q10096
特首	Q10097
犬养毅	Q10101
犬细小病毒	Q10103
犯罪小说（美国电影）	Q10104
犯罪心理学（心理学分支学科）	Q10105
犹他州	Q10106
犹太人	Q10108
犹太教	Q10110
狂人日记（鲁迅作品）	Q10111
狂战士（英雄联盟角色）	Q10112
狗熊	Q10113
独立公投	Q10115
独立学院	Q10116
狭义相对论	Q10118
狼牙山（河北省保定市红色旅游景点）	Q10120
猕猴桃（水果）	Q10122
猩猩（灵长类哺乳动物）	Q10123
猪无名高热综合征	Q10124
猫论	Q10126
猫：看见死亡的双眼	Q10127
猴（灵长类动物）	Q10128
玄元皇帝	Q10129
玄奘（唐代著名高僧）	Q10130
玄学（形而上学）	Q10131
玄学（道家哲学思想）	Q10132
玄菟郡	Q10134
玉兔号	Q10135
玉兰（木兰科木兰属植物）	Q10136
玉泉寺（湖北省当阳市玉泉寺）	Q10138
玉皇上帝	Q10139
玉米（禾本科玉米属植物）	Q10141
王世充	Q10142
王俊凯（tfboys队长）	Q10145
王兴亚（重庆市公安局党委委员、纪委常务副书记）	Q10146
王冠军（吉林大学原副校长）	Q10147
王功明	Q10148
王励勤	Q10149
王叔和	Q10150
王和顺	Q10151
王国维	Q10152
王国维（学者）	Q10153
王子（中超河南建业足球俱乐部一线队翻译）	Q10154
王守仁（明代思想家、军事家，心学集大成者）	Q10155
王安忆（当代作家、文学家、中国作协副主席）	Q10156
王安石（北宋政治家、改革家、文学家）	Q10158
王宠	Q10159
王宠惠	Q10160
王审知	Q10161
王尽美	Q10163
王岐山	Q10164
王建民（台湾棒球运动员）	Q10166
王建（三国人物）	Q10167
王建（前蜀高祖）	Q10168
王志涛（相声演员）	Q10170
王思佳（中国台湾影视艺人）	Q10171
王惟一	Q10172
王振义（中国工程院院士、国家最高科学技术奖获得者）	Q10173
王政君	Q10174
王明（中国共产党早期领导人之一）	Q10176
王杲（明代建州女真族首领）	Q10178
王梓薇	Q10179
王森（中国内地男演员）	Q10180
王檄	Q10181
王毅（国务委员、国务院党组成员，外交部部长）	Q10182
王洪文（四人帮主犯之一）	Q10184
王浚（西晋将领、博陵公）	Q10185
王海钧	Q10186
王源（tfboys成员）	Q10187
王焘（唐代医家）	Q10188
王煜初	Q10189
王琳（大连电台体育广播主持人）	Q10190
王畿（明代思想家）	Q10191
王皇后（唐高宗李治原配皇后）	Q10192
王真儿	Q10193
王稼祥（无产阶级革命家）	Q10195
王维（唐代诗人）	Q10196
王老养	Q10198
王莽（新朝开国皇帝）	Q10200
王莽（新朝皇帝）	Q10201
王菲（华语女歌手、演员）	Q10202
王通（隋朝教育家）	Q10203
王造时	Q10204
王逸（东汉文学家）	Q10205
王道（网络词汇）	Q10207
王重阳（金庸武侠小说中的人物）	Q10208
王铮（电子工业部部长）	Q10210
王韬（中国内地男演员）	Q10211
玛丽亚·凯莉	Q10214
玛斯	Q10215
玛曲县	Q10216
玛雅（玛雅人、玛雅语和玛雅文明的统称）	Q10222
玩游戏（ios平台应用）	Q10224
环境保护（自然空气环境保护）	Q10226
环境决定论	Q10227
环境化学（环境科学中的学科分支）	Q10228
环境恶化	Q10229
环大西洋	Q10234
环太平洋火山带	Q10235
环形山（地质学名词）	Q10237
环渤海	Q10238
环渤海经济区	Q10239
环球金融危机	Q10240
环绕地球	Q10242
现代主义	Q10243
现代医学	Q10244
现代哲学	Q10245
现代密码学	Q10247
现代小说（文学体裁）	Q10248
现代性	Q10250
现代文学	Q10252
现代汉语词汇	Q10253
现代物理学	Q10254
现代社会	Q10255
现代社会学理论	Q10256
现代经济学	Q10257
现代舞	Q10258
现代逻辑	Q10259
现代音乐	Q10260
现象学（20世纪在西方流行的一种哲学思潮）	Q10265
玻化砖	Q10267
玻璃（硅酸盐类非金属材料）	Q10268
玻色-爱因斯坦凝聚态	Q10269
珊瑚（珊瑚虫纲动物）	Q10273
珍妮·古道尔	Q10274
珍宝岛自卫反击战	Q10275
珞巴族	Q10279
珠宝（宝石的定义）	Q10280
珠江	Q10282
珠江三角洲	Q10283
珠江三角洲城市群	Q10284
珠海	Q10286
珠玑巷	Q10288
珠穆朗玛峰（世界最高峰）	Q10289
班勇（东汉将领）	Q10290
班图人	Q10291
班婕妤（古代才女，汉成帝嫔妃）	Q10292
班超（东汉时期军事家、外交家）	Q10293
